Id,Name,Duration,CalcPrio,LastRunPrevious,LastResults,Verdict,Cycle,CommitMessage,LastFiles,Project,DataSource,ImageTag,CommitSHA,TestType
1160,org.traccar.test.PerformanceTest017#testPerformanceCase,3.440s,0,2016-09-23 22:30,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File17.java', 'src/test/java/traccar/test/PerformanceTest017.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,Performance
1161,org.traccar.test.RegressionTest004#testRegressionCase,0.180s,0,2016-09-23 22:30,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File4.java', 'src/test/java/traccar/test/RegressionTest004.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,Regression
1162,org.traccar.test.RegressionTest011#testRegressionCase,0.320s,0,2016-09-23 22:30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File11.java', 'src/test/java/traccar/test/RegressionTest011.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,Regression
1163,org.traccar.test.RegressionTest018#testRegressionCase,0.460s,0,2016-09-23 22:30,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File18.java', 'src/test/java/traccar/test/RegressionTest018.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,Regression
1164,org.traccar.test.SmokeTest006#testSmokeCase,0.220s,0,2016-09-23 22:30,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File6.java', 'src/test/java/traccar/test/SmokeTest006.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,Smoke
1165,org.traccar.test.SmokeTest013#testSmokeCase,0.360s,0,2016-09-23 22:30,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File13.java', 'src/test/java/traccar/test/SmokeTest013.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,Smoke
1166,org.traccar.test.SmokeTest020#testSmokeCase,0.500s,0,2016-09-23 22:30,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File20.java', 'src/test/java/traccar/test/SmokeTest020.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,Smoke
1167,org.traccar.test.SystemTest002#testSystemCase,2.140s,0,2016-09-23 22:30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File2.java', 'src/test/java/traccar/test/SystemTest002.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,System
1168,org.traccar.test.SystemTest009#testSystemCase,2.280s,0,2016-09-23 22:30,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File9.java', 'src/test/java/traccar/test/SystemTest009.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,System
1169,org.traccar.test.SystemTest016#testSystemCase,3.050s,0,2016-09-23 22:30,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File16.java', 'src/test/java/traccar/test/SystemTest016.java', 'src/main/java/traccar/util/Helper16.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,System
1170,org.traccar.test.UnitTest007#testUnitCase,0.240s,0,2016-09-23 22:30,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File7.java', 'src/test/java/traccar/test/UnitTest007.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,Unit
1171,org.traccar.test.UnitTest014#testUnitCase,0.380s,0,2016-09-23 22:30,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,16,Support UDP for Cellocator protocol,"['src/main/java/traccar/core/File14.java', 'src/test/java/traccar/test/UnitTest014.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-162333127,b15c19d95e5494ad91a9370669665b0ef6930160,Unit
1172,org.traccar.test.EdgeTest005#testEdgeCase,0.200s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File5.java', 'src/test/java/traccar/test/EdgeTest005.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1173,org.traccar.test.EdgeTest012#testEdgeCase,0.340s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File12.java', 'src/test/java/traccar/test/EdgeTest012.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1174,org.traccar.test.EdgeTest019#testEdgeCase,0.480s,0,2016-10-03 18:10,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File19.java', 'src/test/java/traccar/test/EdgeTest019.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1175,org.traccar.test.EdgeTest026#testEdgeCase,1.550s,0,2016-10-03 18:10,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File26.java', 'src/test/java/traccar/test/EdgeTest026.java', 'src/main/java/traccar/util/Helper26.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1176,org.traccar.test.EdgeTest033#testEdgeCase,0.760s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File33.java', 'src/test/java/traccar/test/EdgeTest033.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1177,org.traccar.test.EdgeTest040#testEdgeCase,2.250s,0,2016-10-03 18:10,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File40.java', 'src/test/java/traccar/test/EdgeTest040.java', 'src/main/java/traccar/util/Helper40.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1178,org.traccar.test.EdgeTest047#testEdgeCase,1.040s,0,2016-10-03 18:10,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File47.java', 'src/test/java/traccar/test/EdgeTest047.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1179,org.traccar.test.EdgeTest054#testEdgeCase,1.180s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File54.java', 'src/test/java/traccar/test/EdgeTest054.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1180,org.traccar.test.EdgeTest061#testEdgeCase,1.320s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File61.java', 'src/test/java/traccar/test/EdgeTest061.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1181,org.traccar.test.EdgeTest068#testEdgeCase,3.650s,0,2016-10-03 18:10,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File68.java', 'src/test/java/traccar/test/EdgeTest068.java', 'src/main/java/traccar/util/Helper68.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1182,org.traccar.test.EdgeTest075#testEdgeCase,1.600s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File75.java', 'src/test/java/traccar/test/EdgeTest075.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1183,org.traccar.test.EdgeTest082#testEdgeCase,1.740s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File82.java', 'src/test/java/traccar/test/EdgeTest082.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1184,org.traccar.test.EdgeTest089#testEdgeCase,1.880s,0,2016-10-03 18:10,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File89.java', 'src/test/java/traccar/test/EdgeTest089.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1185,org.traccar.test.EdgeTest096#testEdgeCase,5.050s,0,2016-10-03 18:10,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File96.java', 'src/test/java/traccar/test/EdgeTest096.java', 'src/main/java/traccar/util/Helper96.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1186,org.traccar.test.EdgeTest103#testEdgeCase,2.160s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File103.java', 'src/test/java/traccar/test/EdgeTest103.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1187,org.traccar.test.EdgeTest110#testEdgeCase,5.750s,0,2016-10-03 18:10,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File110.java', 'src/test/java/traccar/test/EdgeTest110.java', 'src/main/java/traccar/util/Helper110.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1188,org.traccar.test.EdgeTest117#testEdgeCase,2.440s,0,2016-10-03 18:10,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File117.java', 'src/test/java/traccar/test/EdgeTest117.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1189,org.traccar.test.EdgeTest124#testEdgeCase,2.580s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File124.java', 'src/test/java/traccar/test/EdgeTest124.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1190,org.traccar.test.EdgeTest131#testEdgeCase,2.720s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File131.java', 'src/test/java/traccar/test/EdgeTest131.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1191,org.traccar.test.EdgeTest138#testEdgeCase,2.860s,0,2016-10-03 18:10,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File138.java', 'src/test/java/traccar/test/EdgeTest138.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1192,org.traccar.test.EdgeTest145#testEdgeCase,7.500s,0,2016-10-03 18:10,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File145.java', 'src/test/java/traccar/test/EdgeTest145.java', 'src/main/java/traccar/util/Helper145.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1193,org.traccar.test.EdgeTest152#testEdgeCase,3.140s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File152.java', 'src/test/java/traccar/test/EdgeTest152.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1194,org.traccar.test.EdgeTest159#testEdgeCase,8.200s,0,2016-10-03 18:10,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File159.java', 'src/test/java/traccar/test/EdgeTest159.java', 'src/main/java/traccar/util/Helper159.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1195,org.traccar.test.EdgeTest166#testEdgeCase,8.550s,0,2016-10-03 18:10,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File166.java', 'src/test/java/traccar/test/EdgeTest166.java', 'src/main/java/traccar/util/Helper166.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1196,org.traccar.test.EdgeTest173#testEdgeCase,8.900s,0,2016-10-03 18:10,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File173.java', 'src/test/java/traccar/test/EdgeTest173.java', 'src/main/java/traccar/util/Helper173.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1197,org.traccar.test.EdgeTest180#testEdgeCase,3.700s,0,2016-10-03 18:10,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File180.java', 'src/test/java/traccar/test/EdgeTest180.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1198,org.traccar.test.EdgeTest187#testEdgeCase,3.840s,0,2016-10-03 18:10,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File187.java', 'src/test/java/traccar/test/EdgeTest187.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1199,org.traccar.test.EdgeTest194#testEdgeCase,3.980s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File194.java', 'src/test/java/traccar/test/EdgeTest194.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1200,org.traccar.test.EdgeTest201#testEdgeCase,4.120s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File201.java', 'src/test/java/traccar/test/EdgeTest201.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1201,org.traccar.test.EdgeTest208#testEdgeCase,4.260s,0,2016-10-03 18:10,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File208.java', 'src/test/java/traccar/test/EdgeTest208.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Edge
1202,org.traccar.test.IntegrationTest001#testIntegrationCase,1.300s,0,2016-10-03 18:10,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File1.java', 'src/test/java/traccar/test/IntegrationTest001.java', 'src/main/java/traccar/util/Helper1.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1203,org.traccar.test.IntegrationTest008#testIntegrationCase,1.260s,0,2016-10-03 18:10,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File8.java', 'src/test/java/traccar/test/IntegrationTest008.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1204,org.traccar.test.IntegrationTest015#testIntegrationCase,2.000s,0,2016-10-03 18:10,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File15.java', 'src/test/java/traccar/test/IntegrationTest015.java', 'src/main/java/traccar/util/Helper15.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1205,org.traccar.test.IntegrationTest022#testIntegrationCase,1.540s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File22.java', 'src/test/java/traccar/test/IntegrationTest022.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1206,org.traccar.test.IntegrationTest029#testIntegrationCase,1.680s,0,2016-10-03 18:10,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File29.java', 'src/test/java/traccar/test/IntegrationTest029.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1207,org.traccar.test.IntegrationTest036#testIntegrationCase,1.820s,0,2016-10-03 18:10,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File36.java', 'src/test/java/traccar/test/IntegrationTest036.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1208,org.traccar.test.IntegrationTest043#testIntegrationCase,1.960s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File43.java', 'src/test/java/traccar/test/IntegrationTest043.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1209,org.traccar.test.IntegrationTest050#testIntegrationCase,3.750s,0,2016-10-03 18:10,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File50.java', 'src/test/java/traccar/test/IntegrationTest050.java', 'src/main/java/traccar/util/Helper50.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1210,org.traccar.test.IntegrationTest057#testIntegrationCase,2.240s,0,2016-10-03 18:10,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File57.java', 'src/test/java/traccar/test/IntegrationTest057.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1211,org.traccar.test.IntegrationTest064#testIntegrationCase,2.380s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File64.java', 'src/test/java/traccar/test/IntegrationTest064.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1212,org.traccar.test.IntegrationTest071#testIntegrationCase,2.520s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File71.java', 'src/test/java/traccar/test/IntegrationTest071.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1213,org.traccar.test.IntegrationTest078#testIntegrationCase,2.660s,0,2016-10-03 18:10,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File78.java', 'src/test/java/traccar/test/IntegrationTest078.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1214,org.traccar.test.IntegrationTest085#testIntegrationCase,5.500s,0,2016-10-03 18:10,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File85.java', 'src/test/java/traccar/test/IntegrationTest085.java', 'src/main/java/traccar/util/Helper85.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1215,org.traccar.test.IntegrationTest092#testIntegrationCase,2.940s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File92.java', 'src/test/java/traccar/test/IntegrationTest092.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1216,org.traccar.test.IntegrationTest099#testIntegrationCase,3.080s,0,2016-10-03 18:10,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File99.java', 'src/test/java/traccar/test/IntegrationTest099.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1217,org.traccar.test.IntegrationTest106#testIntegrationCase,6.550s,0,2016-10-03 18:10,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File106.java', 'src/test/java/traccar/test/IntegrationTest106.java', 'src/main/java/traccar/util/Helper106.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1218,org.traccar.test.IntegrationTest113#testIntegrationCase,3.360s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File113.java', 'src/test/java/traccar/test/IntegrationTest113.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1219,org.traccar.test.IntegrationTest120#testIntegrationCase,7.250s,0,2016-10-03 18:10,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File120.java', 'src/test/java/traccar/test/IntegrationTest120.java', 'src/main/java/traccar/util/Helper120.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1220,org.traccar.test.IntegrationTest127#testIntegrationCase,3.640s,0,2016-10-03 18:10,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File127.java', 'src/test/java/traccar/test/IntegrationTest127.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1221,org.traccar.test.IntegrationTest134#testIntegrationCase,3.780s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File134.java', 'src/test/java/traccar/test/IntegrationTest134.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1222,org.traccar.test.IntegrationTest141#testIntegrationCase,3.920s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File141.java', 'src/test/java/traccar/test/IntegrationTest141.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1223,org.traccar.test.IntegrationTest148#testIntegrationCase,8.650s,0,2016-10-03 18:10,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,17,Update Smokey protocol,"['src/main/java/traccar/core/File148.java', 'src/test/java/traccar/test/IntegrationTest148.java', 'src/main/java/traccar/util/Helper148.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1224,org.traccar.test.IntegrationTest155#testIntegrationCase,4.200s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File155.java', 'src/test/java/traccar/test/IntegrationTest155.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1225,org.traccar.test.IntegrationTest162#testIntegrationCase,4.340s,0,2016-10-03 18:10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File162.java', 'src/test/java/traccar/test/IntegrationTest162.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1226,org.traccar.test.IntegrationTest169#testIntegrationCase,4.480s,0,2016-10-03 18:10,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File169.java', 'src/test/java/traccar/test/IntegrationTest169.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
1227,org.traccar.test.IntegrationTest176#testIntegrationCase,4.620s,0,2016-10-03 18:10,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,17,Update Smokey protocol,"['src/main/java/traccar/core/File176.java', 'src/test/java/traccar/test/IntegrationTest176.java']",traccar/traccar,BugSwarm_HighFailure,tananaev-traccar-164820093,34b614e16714090a0b09de6defa91deab882beda,Integration
