seq,batch,block,subject_position,subject,cell_position,profile,variant,attempt,attempt_id,matched_block_id
227,A,4,1,grpc2391,4,L,ok,2,c1v1-measured-grpc2391-b04-L-ok-a2,c1v1-grpc2391-b04
228,A,4,1,grpc2391,4,L,ok,3,c1v1-measured-grpc2391-b04-L-ok-a3,c1v1-grpc2391-b04
229,A,4,2,etcd7492,1,R,bad,1,c1v1-measured-etcd7492-b04-R-bad-a1,c1v1-etcd7492-b04
230,A,4,2,etcd7492,1,R,bad,2,c1v1-measured-etcd7492-b04-R-bad-a2,c1v1-etcd7492-b04
231,A,4,2,etcd7492,1,R,bad,3,c1v1-measured-etcd7492-b04-R-bad-a3,c1v1-etcd7492-b04
232,A,4,2,etcd7492,2,L,ok,1,c1v1-measured-etcd7492-b04-L-ok-a1,c1v1-etcd7492-b04
233,A,4,2,etcd7492,2,L,ok,2,c1v1-measured-etcd7492-b04-L-ok-a2,c1v1-etcd7492-b04
234,A,4,2,etcd7492,2,L,ok,3,c1v1-measured-etcd7492-b04-L-ok-a3,c1v1-etcd7492-b04
235,A,4,2,etcd7492,3,L,bad,1,c1v1-measured-etcd7492-b04-L-bad-a1,c1v1-etcd7492-b04
236,A,4,2,etcd7492,3,L,bad,2,c1v1-measured-etcd7492-b04-L-bad-a2,c1v1-etcd7492-b04
237,A,4,2,etcd7492,3,L,bad,3,c1v1-measured-etcd7492-b04-L-bad-a3,c1v1-etcd7492-b04
238,A,4,2,etcd7492,4,R,ok,1,c1v1-measured-etcd7492-b04-R-ok-a1,c1v1-etcd7492-b04
239,A,4,2,etcd7492,4,R,ok,2,c1v1-measured-etcd7492-b04-R-ok-a2,c1v1-etcd7492-b04
240,A,4,2,etcd7492,4,R,ok,3,c1v1-measured-etcd7492-b04-R-ok-a3,c1v1-etcd7492-b04
241,A,4,3,k8s26980,1,L,bad,1,c1v1-measured-k8s26980-b04-L-bad-a1,c1v1-k8s26980-b04
242,A,4,3,k8s26980,1,L,bad,2,c1v1-measured-k8s26980-b04-L-bad-a2,c1v1-k8s26980-b04
243,A,4,3,k8s26980,1,L,bad,3,c1v1-measured-k8s26980-b04-L-bad-a3,c1v1-k8s26980-b04
244,A,4,3,k8s26980,2,R,ok,1,c1v1-measured-k8s26980-b04-R-ok-a1,c1v1-k8s26980-b04
245,A,4,3,k8s26980,2,R,ok,2,c1v1-measured-k8s26980-b04-R-ok-a2,c1v1-k8s26980-b04
246,A,4,3,k8s26980,2,R,ok,3,c1v1-measured-k8s26980-b04-R-ok-a3,c1v1-k8s26980-b04
247,A,4,3,k8s26980,3,R,bad,1,c1v1-measured-k8s26980-b04-R-bad-a1,c1v1-k8s26980-b04
248,A,4,3,k8s26980,3,R,bad,2,c1v1-measured-k8s26980-b04-R-bad-a2,c1v1-k8s26980-b04
249,A,4,3,k8s26980,3,R,bad,3,c1v1-measured-k8s26980-b04-R-bad-a3,c1v1-k8s26980-b04
250,A,4,3,k8s26980,4,L,ok,1,c1v1-measured-k8s26980-b04-L-ok-a1,c1v1-k8s26980-b04
251,A,4,3,k8s26980,4,L,ok,2,c1v1-measured-k8s26980-b04-L-ok-a2,c1v1-k8s26980-b04
252,A,4,3,k8s26980,4,L,ok,3,c1v1-measured-k8s26980-b04-L-ok-a3,c1v1-k8s26980-b04
253,A,4,4,etcd5509,1,R,bad,1,c1v1-measured-etcd5509-b04-R-bad-a1,c1v1-etcd5509-b04
254,A,4,4,etcd5509,1,R,bad,2,c1v1-measured-etcd5509-b04-R-bad-a2,c1v1-etcd5509-b04
255,A,4,4,etcd5509,1,R,bad,3,c1v1-measured-etcd5509-b04-R-bad-a3,c1v1-etcd5509-b04
256,A,4,4,etcd5509,2,L,bad,1,c1v1-measured-etcd5509-b04-L-bad-a1,c1v1-etcd5509-b04
257,A,4,4,etcd5509,2,L,bad,2,c1v1-measured-etcd5509-b04-L-bad-a2,c1v1-etcd5509-b04
258,A,4,4,etcd5509,2,L,bad,3,c1v1-measured-etcd5509-b04-L-bad-a3,c1v1-etcd5509-b04
259,A,4,4,etcd5509,3,L,ok,1,c1v1-measured-etcd5509-b04-L-ok-a1,c1v1-etcd5509-b04
260,A,4,4,etcd5509,3,L,ok,2,c1v1-measured-etcd5509-b04-L-ok-a2,c1v1-etcd5509-b04
261,A,4,4,etcd5509,3,L,ok,3,c1v1-measured-etcd5509-b04-L-ok-a3,c1v1-etcd5509-b04
262,A,4,4,etcd5509,4,R,ok,1,c1v1-measured-etcd5509-b04-R-ok-a1,c1v1-etcd5509-b04
263,A,4,4,etcd5509,4,R,ok,2,c1v1-measured-etcd5509-b04-R-ok-a2,c1v1-etcd5509-b04
264,A,4,4,etcd5509,4,R,ok,3,c1v1-measured-etcd5509-b04-R-ok-a3,c1v1-etcd5509-b04
265,A,4,5,grpc1859,1,R,bad,1,c1v1-measured-grpc1859-b04-R-bad-a1,c1v1-grpc1859-b04
266,A,4,5,grpc1859,1,R,bad,2,c1v1-measured-grpc1859-b04-R-bad-a2,c1v1-grpc1859-b04
267,A,4,5,grpc1859,1,R,bad,3,c1v1-measured-grpc1859-b04-R-bad-a3,c1v1-grpc1859-b04
268,A,4,5,grpc1859,2,L,bad,1,c1v1-measured-grpc1859-b04-L-bad-a1,c1v1-grpc1859-b04
269,A,4,5,grpc1859,2,L,bad,2,c1v1-measured-grpc1859-b04-L-bad-a2,c1v1-grpc1859-b04
270,A,4,5,grpc1859,2,L,bad,3,c1v1-measured-grpc1859-b04-L-bad-a3,c1v1-grpc1859-b04
271,A,4,5,grpc1859,3,L,ok,1,c1v1-measured-grpc1859-b04-L-ok-a1,c1v1-grpc1859-b04
272,A,4,5,grpc1859,3,L,ok,2,c1v1-measured-grpc1859-b04-L-ok-a2,c1v1-grpc1859-b04
273,A,4,5,grpc1859,3,L,ok,3,c1v1-measured-grpc1859-b04-L-ok-a3,c1v1-grpc1859-b04
274,A,4,5,grpc1859,4,R,ok,1,c1v1-measured-grpc1859-b04-R-ok-a1,c1v1-grpc1859-b04
275,A,4,5,grpc1859,4,R,ok,2,c1v1-measured-grpc1859-b04-R-ok-a2,c1v1-grpc1859-b04
276,A,4,5,grpc1859,4,R,ok,3,c1v1-measured-grpc1859-b04-R-ok-a3,c1v1-grpc1859-b04
277,A,4,6,istio17860,1,L,bad,1,c1v1-measured-istio17860-b04-L-bad-a1,c1v1-istio17860-b04
278,A,4,6,istio17860,1,L,bad,2,c1v1-measured-istio17860-b04-L-bad-a2,c1v1-istio17860-b04
279,A,4,6,istio17860,1,L,bad,3,c1v1-measured-istio17860-b04-L-bad-a3,c1v1-istio17860-b04
280,A,4,6,istio17860,2,R,bad,1,c1v1-measured-istio17860-b04-R-bad-a1,c1v1-istio17860-b04
281,A,4,6,istio17860,2,R,bad,2,c1v1-measured-istio17860-b04-R-bad-a2,c1v1-istio17860-b04
282,A,4,6,istio17860,2,R,bad,3,c1v1-measured-istio17860-b04-R-bad-a3,c1v1-istio17860-b04
283,A,4,6,istio17860,3,R,ok,1,c1v1-measured-istio17860-b04-R-ok-a1,c1v1-istio17860-b04
284,A,4,6,istio17860,3,R,ok,2,c1v1-measured-istio17860-b04-R-ok-a2,c1v1-istio17860-b04
285,A,4,6,istio17860,3,R,ok,3,c1v1-measured-istio17860-b04-R-ok-a3,c1v1-istio17860-b04
286,A,4,6,istio17860,4,L,ok,1,c1v1-measured-istio17860-b04-L-ok-a1,c1v1-istio17860-b04
287,A,4,6,istio17860,4,L,ok,2,c1v1-measured-istio17860-b04-L-ok-a2,c1v1-istio17860-b04
288,A,4,6,istio17860,4,L,ok,3,c1v1-measured-istio17860-b04-L-ok-a3,c1v1-istio17860-b04
289,A,5,1,istio17860,1,L,ok,1,c1v1-measured-istio17860-b05-L-ok-a1,c1v1-istio17860-b05
290,A,5,1,istio17860,1,L,ok,2,c1v1-measured-istio17860-b05-L-ok-a2,c1v1-istio17860-b05
291,A,5,1,istio17860,1,L,ok,3,c1v1-measured-istio17860-b05-L-ok-a3,c1v1-istio17860-b05
292,A,5,1,istio17860,2,R,bad,1,c1v1-measured-istio17860-b05-R-bad-a1,c1v1-istio17860-b05
293,A,5,1,istio17860,2,R,bad,2,c1v1-measured-istio17860-b05-R-bad-a2,c1v1-istio17860-b05
294,A,5,1,istio17860,2,R,bad,3,c1v1-measured-istio17860-b05-R-bad-a3,c1v1-istio17860-b05
295,A,5,1,istio17860,3,L,bad,1,c1v1-measured-istio17860-b05-L-bad-a1,c1v1-istio17860-b05
296,A,5,1,istio17860,3,L,bad,2,c1v1-measured-istio17860-b05-L-bad-a2,c1v1-istio17860-b05
297,A,5,1,istio17860,3,L,bad,3,c1v1-measured-istio17860-b05-L-bad-a3,c1v1-istio17860-b05
298,A,5,1,istio17860,4,R,ok,1,c1v1-measured-istio17860-b05-R-ok-a1,c1v1-istio17860-b05
299,A,5,1,istio17860,4,R,ok,2,c1v1-measured-istio17860-b05-R-ok-a2,c1v1-istio17860-b05
300,A,5,1,istio17860,4,R,ok,3,c1v1-measured-istio17860-b05-R-ok-a3,c1v1-istio17860-b05
301,A,5,2,etcd7492,1,L,bad,1,c1v1-measured-etcd7492-b05-L-bad-a1,c1v1-etcd7492-b05
302,A,5,2,etcd7492,1,L,bad,2,c1v1-measured-etcd7492-b05-L-bad-a2,c1v1-etcd7492-b05
303,A,5,2,etcd7492,1,L,bad,3,c1v1-measured-etcd7492-b05-L-bad-a3,c1v1-etcd7492-b05
304,A,5,2,etcd7492,2,R,ok,1,c1v1-measured-etcd7492-b05-R-ok-a1,c1v1-etcd7492-b05
305,A,5,2,etcd7492,2,R,ok,2,c1v1-measured-etcd7492-b05-R-ok-a2,c1v1-etcd7492-b05
306,A,5,2,etcd7492,2,R,ok,3,c1v1-measured-etcd7492-b05-R-ok-a3,c1v1-etcd7492-b05
307,A,5,2,etcd7492,3,L,ok,1,c1v1-measured-etcd7492-b05-L-ok-a1,c1v1-etcd7492-b05
308,A,5,2,etcd7492,3,L,ok,2,c1v1-measured-etcd7492-b05-L-ok-a2,c1v1-etcd7492-b05
309,A,5,2,etcd7492,3,L,ok,3,c1v1-measured-etcd7492-b05-L-ok-a3,c1v1-etcd7492-b05
310,A,5,2,etcd7492,4,R,bad,1,c1v1-measured-etcd7492-b05-R-bad-a1,c1v1-etcd7492-b05
311,A,5,2,etcd7492,4,R,bad,2,c1v1-measured-etcd7492-b05-R-bad-a2,c1v1-etcd7492-b05
312,A,5,2,etcd7492,4,R,bad,3,c1v1-measured-etcd7492-b05-R-bad-a3,c1v1-etcd7492-b05
313,A,5,3,grpc1859,1,L,bad,1,c1v1-measured-grpc1859-b05-L-bad-a1,c1v1-grpc1859-b05
314,A,5,3,grpc1859,1,L,bad,2,c1v1-measured-grpc1859-b05-L-bad-a2,c1v1-grpc1859-b05
315,A,5,3,grpc1859,1,L,bad,3,c1v1-measured-grpc1859-b05-L-bad-a3,c1v1-grpc1859-b05
316,A,5,3,grpc1859,2,R,bad,1,c1v1-measured-grpc1859-b05-R-bad-a1,c1v1-grpc1859-b05
317,A,5,3,grpc1859,2,R,bad,2,c1v1-measured-grpc1859-b05-R-bad-a2,c1v1-grpc1859-b05
318,A,5,3,grpc1859,2,R,bad,3,c1v1-measured-grpc1859-b05-R-bad-a3,c1v1-grpc1859-b05
319,A,5,3,grpc1859,3,R,ok,1,c1v1-measured-grpc1859-b05-R-ok-a1,c1v1-grpc1859-b05
320,A,5,3,grpc1859,3,R,ok,2,c1v1-measured-grpc1859-b05-R-ok-a2,c1v1-grpc1859-b05
321,A,5,3,grpc1859,3,R,ok,3,c1v1-measured-grpc1859-b05-R-ok-a3,c1v1-grpc1859-b05
322,A,5,3,grpc1859,4,L,ok,1,c1v1-measured-grpc1859-b05-L-ok-a1,c1v1-grpc1859-b05
323,A,5,3,grpc1859,4,L,ok,2,c1v1-measured-grpc1859-b05-L-ok-a2,c1v1-grpc1859-b05
324,A,5,3,grpc1859,4,L,ok,3,c1v1-measured-grpc1859-b05-L-ok-a3,c1v1-grpc1859-b05
325,A,5,4,k8s26980,1,L,bad,1,c1v1-measured-k8s26980-b05-L-bad-a1,c1v1-k8s26980-b05
326,A,5,4,k8s26980,1,L,bad,2,c1v1-measured-k8s26980-b05-L-bad-a2,c1v1-k8s26980-b05
327,A,5,4,k8s26980,1,L,bad,3,c1v1-measured-k8s26980-b05-L-bad-a3,c1v1-k8s26980-b05
328,A,5,4,k8s26980,2,L,ok,1,c1v1-measured-k8s26980-b05-L-ok-a1,c1v1-k8s26980-b05
329,A,5,4,k8s26980,2,L,ok,2,c1v1-measured-k8s26980-b05-L-ok-a2,c1v1-k8s26980-b05
330,A,5,4,k8s26980,2,L,ok,3,c1v1-measured-k8s26980-b05-L-ok-a3,c1v1-k8s26980-b05
331,A,5,4,k8s26980,3,R,bad,1,c1v1-measured-k8s26980-b05-R-bad-a1,c1v1-k8s26980-b05
332,A,5,4,k8s26980,3,R,bad,2,c1v1-measured-k8s26980-b05-R-bad-a2,c1v1-k8s26980-b05
333,A,5,4,k8s26980,3,R,bad,3,c1v1-measured-k8s26980-b05-R-bad-a3,c1v1-k8s26980-b05
334,A,5,4,k8s26980,4,R,ok,1,c1v1-measured-k8s26980-b05-R-ok-a1,c1v1-k8s26980-b05
335,A,5,4,k8s26980,4,R,ok,2,c1v1-measured-k8s26980-b05-R-ok-a2,c1v1-k8s26980-b05
336,A,5,4,k8s26980,4,R,ok,3,c1v1-measured-k8s26980-b05-R-ok-a3,c1v1-k8s26980-b05
337,A,5,5,etcd5509,1,L,ok,1,c1v1-measured-etcd5509-b05-L-ok-a1,c1v1-etcd5509-b05
338,A,5,5,etcd5509,1,L,ok,2,c1v1-measured-etcd5509-b05-L-ok-a2,c1v1-etcd5509-b05
339,A,5,5,etcd5509,1,L,ok,3,c1v1-measured-etcd5509-b05-L-ok-a3,c1v1-etcd5509-b05
340,A,5,5,etcd5509,2,R,ok,1,c1v1-measured-etcd5509-b05-R-ok-a1,c1v1-etcd5509-b05
341,A,5,5,etcd5509,2,R,ok,2,c1v1-measured-etcd5509-b05-R-ok-a2,c1v1-etcd5509-b05
342,A,5,5,etcd5509,2,R,ok,3,c1v1-measured-etcd5509-b05-R-ok-a3,c1v1-etcd5509-b05
343,A,5,5,etcd5509,3,L,bad,1,c1v1-measured-etcd5509-b05-L-bad-a1,c1v1-etcd5509-b05
344,A,5,5,etcd5509,3,L,bad,2,c1v1-measured-etcd5509-b05-L-bad-a2,c1v1-etcd5509-b05
345,A,5,5,etcd5509,3,L,bad,3,c1v1-measured-etcd5509-b05-L-bad-a3,c1v1-etcd5509-b05
346,A,5,5,etcd5509,4,R,bad,1,c1v1-measured-etcd5509-b05-R-bad-a1,c1v1-etcd5509-b05
347,A,5,5,etcd5509,4,R,bad,2,c1v1-measured-etcd5509-b05-R-bad-a2,c1v1-etcd5509-b05
348,A,5,5,etcd5509,4,R,bad,3,c1v1-measured-etcd5509-b05-R-bad-a3,c1v1-etcd5509-b05
349,A,5,6,grpc2391,1,R,bad,1,c1v1-measured-grpc2391-b05-R-bad-a1,c1v1-grpc2391-b05
350,A,5,6,grpc2391,1,R,bad,2,c1v1-measured-grpc2391-b05-R-bad-a2,c1v1-grpc2391-b05
351,A,5,6,grpc2391,1,R,bad,3,c1v1-measured-grpc2391-b05-R-bad-a3,c1v1-grpc2391-b05
352,A,5,6,grpc2391,2,L,bad,1,c1v1-measured-grpc2391-b05-L-bad-a1,c1v1-grpc2391-b05
353,A,5,6,grpc2391,2,L,bad,2,c1v1-measured-grpc2391-b05-L-bad-a2,c1v1-grpc2391-b05
354,A,5,6,grpc2391,2,L,bad,3,c1v1-measured-grpc2391-b05-L-bad-a3,c1v1-grpc2391-b05
355,A,5,6,grpc2391,3,R,ok,1,c1v1-measured-grpc2391-b05-R-ok-a1,c1v1-grpc2391-b05
356,A,5,6,grpc2391,3,R,ok,2,c1v1-measured-grpc2391-b05-R-ok-a2,c1v1-grpc2391-b05
357,A,5,6,grpc2391,3,R,ok,3,c1v1-measured-grpc2391-b05-R-ok-a3,c1v1-grpc2391-b05
358,A,5,6,grpc2391,4,L,ok,1,c1v1-measured-grpc2391-b05-L-ok-a1,c1v1-grpc2391-b05
359,A,5,6,grpc2391,4,L,ok,2,c1v1-measured-grpc2391-b05-L-ok-a2,c1v1-grpc2391-b05
360,A,5,6,grpc2391,4,L,ok,3,c1v1-measured-grpc2391-b05-L-ok-a3,c1v1-grpc2391-b05
361,B,6,1,grpc2391,1,R,ok,1,c1v1-measured-grpc2391-b06-R-ok-a1,c1v1-grpc2391-b06
362,B,6,1,grpc2391,1,R,ok,2,c1v1-measured-grpc2391-b06-R-ok-a2,c1v1-grpc2391-b06
363,B,6,1,grpc2391,1,R,ok,3,c1v1-measured-grpc2391-b06-R-ok-a3,c1v1-grpc2391-b06
364,B,6,1,grpc2391,2,L,ok,1,c1v1-measured-grpc2391-b06-L-ok-a1,c1v1-grpc2391-b06
365,B,6,1,grpc2391,2,L,ok,2,c1v1-measured-grpc2391-b06-L-ok-a2,c1v1-grpc2391-b06
366,B,6,1,grpc2391,2,L,ok,3,c1v1-measured-grpc2391-b06-L-ok-a3,c1v1-grpc2391-b06
367,B,6,1,grpc2391,3,R,bad,1,c1v1-measured-grpc2391-b06-R-bad-a1,c1v1-grpc2391-b06
368,B,6,1,grpc2391,3,R,bad,2,c1v1-measured-grpc2391-b06-R-bad-a2,c1v1-grpc2391-b06
369,B,6,1,grpc2391,3,R,bad,3,c1v1-measured-grpc2391-b06-R-bad-a3,c1v1-grpc2391-b06
370,B,6,1,grpc2391,4,L,bad,1,c1v1-measured-grpc2391-b06-L-bad-a1,c1v1-grpc2391-b06
371,B,6,1,grpc2391,4,L,bad,2,c1v1-measured-grpc2391-b06-L-bad-a2,c1v1-grpc2391-b06
372,B,6,1,grpc2391,4,L,bad,3,c1v1-measured-grpc2391-b06-L-bad-a3,c1v1-grpc2391-b06
373,B,6,2,istio17860,1,L,ok,1,c1v1-measured-istio17860-b06-L-ok-a1,c1v1-istio17860-b06
374,B,6,2,istio17860,1,L,ok,2,c1v1-measured-istio17860-b06-L-ok-a2,c1v1-istio17860-b06
375,B,6,2,istio17860,1,L,ok,3,c1v1-measured-istio17860-b06-L-ok-a3,c1v1-istio17860-b06
376,B,6,2,istio17860,2,L,bad,1,c1v1-measured-istio17860-b06-L-bad-a1,c1v1-istio17860-b06
377,B,6,2,istio17860,2,L,bad,2,c1v1-measured-istio17860-b06-L-bad-a2,c1v1-istio17860-b06
378,B,6,2,istio17860,2,L,bad,3,c1v1-measured-istio17860-b06-L-bad-a3,c1v1-istio17860-b06
379,B,6,2,istio17860,3,R,ok,1,c1v1-measured-istio17860-b06-R-ok-a1,c1v1-istio17860-b06
380,B,6,2,istio17860,3,R,ok,2,c1v1-measured-istio17860-b06-R-ok-a2,c1v1-istio17860-b06
381,B,6,2,istio17860,3,R,ok,3,c1v1-measured-istio17860-b06-R-ok-a3,c1v1-istio17860-b06
382,B,6,2,istio17860,4,R,bad,1,c1v1-measured-istio17860-b06-R-bad-a1,c1v1-istio17860-b06
383,B,6,2,istio17860,4,R,bad,2,c1v1-measured-istio17860-b06-R-bad-a2,c1v1-istio17860-b06
384,B,6,2,istio17860,4,R,bad,3,c1v1-measured-istio17860-b06-R-bad-a3,c1v1-istio17860-b06
385,B,6,3,k8s26980,1,R,bad,1,c1v1-measured-k8s26980-b06-R-bad-a1,c1v1-k8s26980-b06
386,B,6,3,k8s26980,1,R,bad,2,c1v1-measured-k8s26980-b06-R-bad-a2,c1v1-k8s26980-b06
387,B,6,3,k8s26980,1,R,bad,3,c1v1-measured-k8s26980-b06-R-bad-a3,c1v1-k8s26980-b06
388,B,6,3,k8s26980,2,R,ok,1,c1v1-measured-k8s26980-b06-R-ok-a1,c1v1-k8s26980-b06
389,B,6,3,k8s26980,2,R,ok,2,c1v1-measured-k8s26980-b06-R-ok-a2,c1v1-k8s26980-b06
390,B,6,3,k8s26980,2,R,ok,3,c1v1-measured-k8s26980-b06-R-ok-a3,c1v1-k8s26980-b06
391,B,6,3,k8s26980,3,L,ok,1,c1v1-measured-k8s26980-b06-L-ok-a1,c1v1-k8s26980-b06
392,B,6,3,k8s26980,3,L,ok,2,c1v1-measured-k8s26980-b06-L-ok-a2,c1v1-k8s26980-b06
393,B,6,3,k8s26980,3,L,ok,3,c1v1-measured-k8s26980-b06-L-ok-a3,c1v1-k8s26980-b06
394,B,6,3,k8s26980,4,L,bad,1,c1v1-measured-k8s26980-b06-L-bad-a1,c1v1-k8s26980-b06
395,B,6,3,k8s26980,4,L,bad,2,c1v1-measured-k8s26980-b06-L-bad-a2,c1v1-k8s26980-b06
396,B,6,3,k8s26980,4,L,bad,3,c1v1-measured-k8s26980-b06-L-bad-a3,c1v1-k8s26980-b06
397,B,6,4,etcd7492,1,R,ok,1,c1v1-measured-etcd7492-b06-R-ok-a1,c1v1-etcd7492-b06
398,B,6,4,etcd7492,1,R,ok,2,c1v1-measured-etcd7492-b06-R-ok-a2,c1v1-etcd7492-b06
399,B,6,4,etcd7492,1,R,ok,3,c1v1-measured-etcd7492-b06-R-ok-a3,c1v1-etcd7492-b06
400,B,6,4,etcd7492,2,L,bad,1,c1v1-measured-etcd7492-b06-L-bad-a1,c1v1-etcd7492-b06
401,B,6,4,etcd7492,2,L,bad,2,c1v1-measured-etcd7492-b06-L-bad-a2,c1v1-etcd7492-b06
402,B,6,4,etcd7492,2,L,bad,3,c1v1-measured-etcd7492-b06-L-bad-a3,c1v1-etcd7492-b06
403,B,6,4,etcd7492,3,R,bad,1,c1v1-measured-etcd7492-b06-R-bad-a1,c1v1-etcd7492-b06
404,B,6,4,etcd7492,3,R,bad,2,c1v1-measured-etcd7492-b06-R-bad-a2,c1v1-etcd7492-b06
405,B,6,4,etcd7492,3,R,bad,3,c1v1-measured-etcd7492-b06-R-bad-a3,c1v1-etcd7492-b06
406,B,6,4,etcd7492,4,L,ok,1,c1v1-measured-etcd7492-b06-L-ok-a1,c1v1-etcd7492-b06
407,B,6,4,etcd7492,4,L,ok,2,c1v1-measured-etcd7492-b06-L-ok-a2,c1v1-etcd7492-b06
408,B,6,4,etcd7492,4,L,ok,3,c1v1-measured-etcd7492-b06-L-ok-a3,c1v1-etcd7492-b06
409,B,6,5,grpc1859,1,R,bad,1,c1v1-measured-grpc1859-b06-R-bad-a1,c1v1-grpc1859-b06
410,B,6,5,grpc1859,1,R,bad,2,c1v1-measured-grpc1859-b06-R-bad-a2,c1v1-grpc1859-b06
411,B,6,5,grpc1859,1,R,bad,3,c1v1-measured-grpc1859-b06-R-bad-a3,c1v1-grpc1859-b06
412,B,6,5,grpc1859,2,R,ok,1,c1v1-measured-grpc1859-b06-R-ok-a1,c1v1-grpc1859-b06
413,B,6,5,grpc1859,2,R,ok,2,c1v1-measured-grpc1859-b06-R-ok-a2,c1v1-grpc1859-b06
414,B,6,5,grpc1859,2,R,ok,3,c1v1-measured-grpc1859-b06-R-ok-a3,c1v1-grpc1859-b06
415,B,6,5,grpc1859,3,L,ok,1,c1v1-measured-grpc1859-b06-L-ok-a1,c1v1-grpc1859-b06
416,B,6,5,grpc1859,3,L,ok,2,c1v1-measured-grpc1859-b06-L-ok-a2,c1v1-grpc1859-b06
417,B,6,5,grpc1859,3,L,ok,3,c1v1-measured-grpc1859-b06-L-ok-a3,c1v1-grpc1859-b06
418,B,6,5,grpc1859,4,L,bad,1,c1v1-measured-grpc1859-b06-L-bad-a1,c1v1-grpc1859-b06
419,B,6,5,grpc1859,4,L,bad,2,c1v1-measured-grpc1859-b06-L-bad-a2,c1v1-grpc1859-b06
420,B,6,5,grpc1859,4,L,bad,3,c1v1-measured-grpc1859-b06-L-bad-a3,c1v1-grpc1859-b06
421,B,6,6,etcd5509,1,R,bad,1,c1v1-measured-etcd5509-b06-R-bad-a1,c1v1-etcd5509-b06
422,B,6,6,etcd5509,1,R,bad,2,c1v1-measured-etcd5509-b06-R-bad-a2,c1v1-etcd5509-b06
423,B,6,6,etcd5509,1,R,bad,3,c1v1-measured-etcd5509-b06-R-bad-a3,c1v1-etcd5509-b06
424,B,6,6,etcd5509,2,L,bad,1,c1v1-measured-etcd5509-b06-L-bad-a1,c1v1-etcd5509-b06
425,B,6,6,etcd5509,2,L,bad,2,c1v1-measured-etcd5509-b06-L-bad-a2,c1v1-etcd5509-b06
426,B,6,6,etcd5509,2,L,bad,3,c1v1-measured-etcd5509-b06-L-bad-a3,c1v1-etcd5509-b06
427,B,6,6,etcd5509,3,L,ok,1,c1v1-measured-etcd5509-b06-L-ok-a1,c1v1-etcd5509-b06
428,B,6,6,etcd5509,3,L,ok,2,c1v1-measured-etcd5509-b06-L-ok-a2,c1v1-etcd5509-b06
429,B,6,6,etcd5509,3,L,ok,3,c1v1-measured-etcd5509-b06-L-ok-a3,c1v1-etcd5509-b06
430,B,6,6,etcd5509,4,R,ok,1,c1v1-measured-etcd5509-b06-R-ok-a1,c1v1-etcd5509-b06
431,B,6,6,etcd5509,4,R,ok,2,c1v1-measured-etcd5509-b06-R-ok-a2,c1v1-etcd5509-b06
432,B,6,6,etcd5509,4,R,ok,3,c1v1-measured-etcd5509-b06-R-ok-a3,c1v1-etcd5509-b06
433,B,7,1,etcd7492,1,L,bad,1,c1v1-measured-etcd7492-b07-L-bad-a1,c1v1-etcd7492-b07
434,B,7,1,etcd7492,1,L,bad,2,c1v1-measured-etcd7492-b07-L-bad-a2,c1v1-etcd7492-b07
435,B,7,1,etcd7492,1,L,bad,3,c1v1-measured-etcd7492-b07-L-bad-a3,c1v1-etcd7492-b07
436,B,7,1,etcd7492,2,R,bad,1,c1v1-measured-etcd7492-b07-R-bad-a1,c1v1-etcd7492-b07
437,B,7,1,etcd7492,2,R,bad,2,c1v1-measured-etcd7492-b07-R-bad-a2,c1v1-etcd7492-b07
438,B,7,1,etcd7492,2,R,bad,3,c1v1-measured-etcd7492-b07-R-bad-a3,c1v1-etcd7492-b07
439,B,7,1,etcd7492,3,L,ok,1,c1v1-measured-etcd7492-b07-L-ok-a1,c1v1-etcd7492-b07
440,B,7,1,etcd7492,3,L,ok,2,c1v1-measured-etcd7492-b07-L-ok-a2,c1v1-etcd7492-b07
441,B,7,1,etcd7492,3,L,ok,3,c1v1-measured-etcd7492-b07-L-ok-a3,c1v1-etcd7492-b07
442,B,7,1,etcd7492,4,R,ok,1,c1v1-measured-etcd7492-b07-R-ok-a1,c1v1-etcd7492-b07
443,B,7,1,etcd7492,4,R,ok,2,c1v1-measured-etcd7492-b07-R-ok-a2,c1v1-etcd7492-b07
444,B,7,1,etcd7492,4,R,ok,3,c1v1-measured-etcd7492-b07-R-ok-a3,c1v1-etcd7492-b07
445,B,7,2,istio17860,1,L,ok,1,c1v1-measured-istio17860-b07-L-ok-a1,c1v1-istio17860-b07
446,B,7,2,istio17860,1,L,ok,2,c1v1-measured-istio17860-b07-L-ok-a2,c1v1-istio17860-b07
447,B,7,2,istio17860,1,L,ok,3,c1v1-measured-istio17860-b07-L-ok-a3,c1v1-istio17860-b07
448,B,7,2,istio17860,2,R,ok,1,c1v1-measured-istio17860-b07-R-ok-a1,c1v1-istio17860-b07
449,B,7,2,istio17860,2,R,ok,2,c1v1-measured-istio17860-b07-R-ok-a2,c1v1-istio17860-b07
450,B,7,2,istio17860,2,R,ok,3,c1v1-measured-istio17860-b07-R-ok-a3,c1v1-istio17860-b07
451,B,7,2,istio17860,3,R,bad,1,c1v1-measured-istio17860-b07-R-bad-a1,c1v1-istio17860-b07
452,B,7,2,istio17860,3,R,bad,2,c1v1-measured-istio17860-b07-R-bad-a2,c1v1-istio17860-b07
453,B,7,2,istio17860,3,R,bad,3,c1v1-measured-istio17860-b07-R-bad-a3,c1v1-istio17860-b07
